Series ID,Year,Period,Label,Value
CUUR0000SA0,1996,M03,1996 Mar,155.7
CUUR0000SA0,1996,M04,1996 Apr,156.3
CUUR0000SA0,1996,M05,1996 May,156.6
CUUR0000SA0,1996,M06,1996 Jun,156.7
CUUR0000SA0,1996,M07,1996 Jul,157.0
CUUR0000SA0,1996,M08,1996 Aug,157.3
CUUR0000SA0,1996,M09,1996 Sep,157.8
CUUR0000SA0,1996,M10,1996 Oct,158.3
CUUR0000SA0,1996,M11,1996 Nov,158.6
CUUR0000SA0,1996,M12,1996 Dec,158.6
CUUR0000SA0,1997,M01,1997 Jan,159.1
CUUR0000SA0,1997,M02,1997 Feb,159.6
CUUR0000SA0,1997,M03,1997 Mar,160.0
CUUR0000SA0,1997,M04,1997 Apr,160.2
CUUR0000SA0,1997,M05,1997 May,160.1
CUUR0000SA0,1997,M06,1997 Jun,160.3
CUUR0000SA0,1997,M07,1997 Jul,160.5
CUUR0000SA0,1997,M08,1997 Aug,160.8
CUUR0000SA0,1997,M09,1997 Sep,161.2
CUUR0000SA0,1997,M10,1997 Oct,161.6
CUUR0000SA0,1997,M11,1997 Nov,161.5
CUUR0000SA0,1997,M12,1997 Dec,161.3
CUUR0000SA0,1998,M01,1998 Jan,161.6
CUUR0000SA0,1998,M02,1998 Feb,161.9
CUUR0000SA0,1998,M03,1998 Mar,162.2
CUUR0000SA0,1998,M04,1998 Apr,162.5
CUUR0000SA0,1998,M05,1998 May,162.8
CUUR0000SA0,1998,M06,1998 Jun,163.0
CUUR0000SA0,1998,M07,1998 Jul,163.2
CUUR0000SA0,1998,M08,1998 Aug,163.4
CUUR0000SA0,1998,M09,1998 Sep,163.6
CUUR0000SA0,1998,M10,1998 Oct,164.0
CUUR0000SA0,1998,M11,1998 Nov,164.0
CUUR0000SA0,1998,M12,1998 Dec,163.9
CUUR0000SA0,1999,M01,1999 Jan,164.3
CUUR0000SA0,1999,M02,1999 Feb,164.5
CUUR0000SA0,1999,M03,1999 Mar,165.0
CUUR0000SA0,1999,M04,1999 Apr,166.2
CUUR0000SA0,1999,M05,1999 May,166.2
CUUR0000SA0,1999,M06,1999 Jun,166.2
CUUR0000SA0,1999,M07,1999 Jul,166.7
CUUR0000SA0,1999,M08,1999 Aug,167.1
CUUR0000SA0,1999,M09,1999 Sep,167.9
CUUR0000SA0,1999,M10,1999 Oct,168.2
CUUR0000SA0,1999,M11,1999 Nov,168.3
CUUR0000SA0,1999,M12,1999 Dec,168.3
